Accession	Peptide count	Peptides used for quantitation	Confidence score	Anova (p)	Max fold change	Fractions	Occurrences	HDIghest mean condDItDIon	Lowest mean condDItDIon	Description	DH_152	DH_226	DH_254	DH_292	DI_230	DI_250	DI_286	DI_288	ADK_T1_231	ADK_T1_290	ADK_T1_381	ADK_T1_525	ADK_T2_227	ADK_T2_287	ADK_T2_291	ADK_T2_338
Q15843	4	2	42.5903	0.163412688	1.661509024	1	1	ADK T1	DH	NEDD8 OS=Homo sapiens GN=NEDD8 PE=1 SV=1	3373.097009	4399.377905	3092.149083	4675.277184	4552.597315	3804.106967	5149.994303	5562.142723	9746.024251	6579.05783	6018.60384	3476.000124	4112.903778	6438.213039	5007.300358	4897.381875
Q13938	3	2	23.4766	0.163426378	19.0981624	1;4	2	ADK T1	DI	Calcyphosin OS=Homo sapiens GN=CAPS PE=1 SV=1	24.34650085	70.44111997	55.95752577	0	0	23.95087322	0	0	28.16015603	285.5461939	7.721668138	135.9896485	0	0	0	350.8468652
P49448	30	2	221.4927	0.163619958	Infinity	1;2;3;4;5	5	ADK T1	DH	Glutamate dehydrogenase 2, mitochondrial OS=Homo sapiens GN=GLUD2 PE=1 SV=2	0	0	0	0	0	26.57407728	0	0	486.6990805	153.1213244	0	0	0	0	0	0
Q9Y266	19	6	136.6954	0.163850229	2.621012498	1;2;3	3	DH	ADK T2	Nuclear migration protein nudC OS=Homo sapiens GN=NUDC PE=1 SV=1	1837.79127	2826.254594	2167.754283	5995.812802	2771.744532	2401.227677	3896.982408	640.9107932	849.1508146	1540.324163	2546.813974	1022.41707	1525.573229	613.9127149	1642.547797	1112.110396
P53680	3	3	15.4774	0.164071562	6.756232953	3;5	2	DI	ADK T1	AP-2 complex subunit sigma OS=Homo sapiens GN=AP2S1 PE=1 SV=2	224.0567345	416.0030578	331.0688831	102.4965025	257.4951012	788.8373269	51.34340435	741.0947782	0	0	116.7137472	155.4454017	143.8698857	231.2335641	326.0657062	0
P21283	10	2	48.3992	0.164497093	1.226122027	3;4	2	DI	ADK T2	V-type proton ATPase subunit C 1 OS=Homo sapiens GN=ATP6V1C1 PE=1 SV=4	813.6893231	599.4133631	287.1618932	975.8417616	827.54558	866.0660107	727.7188267	745.7980326	0	0	2042.649646	753.4819087	940.5700553	930.072067	279.9322701	432.4706728
Q9NVJ2	8	2	41.8318	0.16450568	2.33525679	2;3;4	3	ADK T1	DH	ADP-ribosylation factor-like protein 8B OS=Homo sapiens GN=ARL8B PE=1 SV=1	716.8653076	1913.56521	196.3701829	1597.763033	1536.039287	1246.546455	2521.356604	1586.705168	4014.288425	2054.731315	2323.260281	1940.212477	741.4949322	2110.11718	1352.723747	3464.604865
O76094	31	5	206.6177	0.165116914	2.327500231	1;2;3;4;5	5	ADK T1	DI	Signal recognition particle 72 kDa protein OS=Homo sapiens GN=SRP72 PE=1 SV=3	1348.63354	1605.437479	1565.371437	4380.22386	354.3595396	880.7932418	2079.9977	1715.716721	2361.360607	3411.5173	4416.05884	1520.407831	2615.006212	1110.415123	1558.586972	2212.398408
Q8NBN7	6	2	49.5062	0.165126427	Infinity	3;4	2	ADK T2	DH	Retinol dehydrogenase 13 OS=Homo sapiens GN=RDH13 PE=1 SV=2	0	0	0	0	4.248157028	0	0	0	0	5.788915612	6.891901975	9.965021504	0	9.407207894	0	31.85118646
Q8IYS2	1	1	8.7416	0.165256836	4.296717845	5	1	DI	ADK T1	Uncharacterized protein KIAA2013 OS=Homo sapiens GN=KIAA2013 PE=2 SV=1	310.6653031	2448.736718	2837.665137	1089.941159	1229.623614	2586.243677	3205.54466	1064.898415	314.5678061	0	726.373008	841.0329753	679.3757741	1610.320427	3927.591046	850.0149747
Q96JN2	24	3	130.912	0.165306974	11.19182679	1;2	2	DI	ADK T1	Coiled-coil domain-containing protein 136 OS=Homo sapiens GN=CCDC136 PE=2 SV=3	1046.253682	655.1197348	1388.487598	643.0892386	2834.91554	892.2611069	301.5265253	3369.46624	42.75416814	0	403.1456305	215.1334314	621.7209022	89.96236641	1928.584369	0
Q9Y2Q3	18	11	176.3879	0.165614338	4.56029089	1;2;3;4;5	5	ADK T1	DI	Glutathione S-transferase kappa 1 OS=Homo sapiens GN=GSTK1 PE=1 SV=3	2126.751742	1215.693813	541.9063042	3948.042625	1264.941802	1659.248729	460.7461777	1445.541067	12265.51188	6665.121228	1807.432642	1290.318042	1038.184044	2118.250562	881.610542	1562.101657
Q9NW75	5	1	29.1909	0.165709955	70.84802474	2;4	2	DH	ADK T2	G patch domain-containing protein 2 OS=Homo sapiens GN=GPATCH2 PE=1 SV=1	0	1342.071391	1365.087427	0	343.0981074	594.5361898	464.4211565	27.01028268	0	0	0	720.0388421	38.2107875	0	0	0
Q6NVY1	29	9	223.6739	0.16579352	1.77890926	1;2;3;4	4	DI	ADK T2	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial OS=Homo sapiens GN=HIBCH PE=1 SV=2	3885.120708	4541.704757	4325.78122	4155.334763	5290.584909	3828.506635	4631.423702	4240.001408	531.7994518	4935.493496	2652.38096	3274.156673	2246.93397	2538.946739	1674.515535	3652.83272
Q99816	7	1	35.9913	0.165822356	4.969411031	1;5	2	DH	ADK T1	Tumor susceptibility gene 101 protein OS=Homo sapiens GN=TSG101 PE=1 SV=2	224.2177557	293.3269744	427.9739769	926.8077705	743.7127378	33.45042515	79.59267995	131.2011023	133.6241395	82.94064503	7.564164681	152.6413493	63.80610303	363.9369705	23.94190571	113.4909298
Q4V328	51	14	312.7289	0.165918345	1.537269763	1;2;3;4;5	5	ADK T2	ADK T1	GRIP1-associated protein 1 OS=Homo sapiens GN=GRIPAP1 PE=1 SV=1	9752.655259	11181.75504	7347.007242	7879.049773	11849.95964	8835.887372	13146.67268	10214.20777	7473.310388	3094.898255	12735.27049	6583.993672	8898.183342	15509.6279	11606.3626	9930.934406
P50995	29	19	234.2037	0.166174817	1.315362411	1;2;3;4;5	5	ADK T1	DH	Annexin A11 OS=Homo sapiens GN=ANXA11 PE=1 SV=1	13620.79256	12052.06252	12696.34033	16154.0239	12317.7256	14437.54567	17408.88012	17973.93765	17020.65237	22334.44095	17160.74627	15201.95359	12833.07729	16736.24313	19179.21721	19679.75402
P82979	17	6	108.3148	0.166744148	1.7191603	1;2;3;4;5	5	ADK T1	DI	SAP domain-containing ribonucleoprotein OS=Homo sapiens GN=SARNP PE=1 SV=3	1756.895688	1902.236662	1986.48712	1900.336869	1456.38497	1378.756732	1475.873111	2104.627988	1519.670675	4196.927162	2915.819937	2397.10063	1708.859158	1976.361921	2000.10895	4110.794391
P50416	38	13	226.5761	0.167170182	1.878953573	1;2;3;5	4	DH	ADK T2	Carnitine O-palmitoyltransferase 1, liver isoform OS=Homo sapiens GN=CPT1A PE=1 SV=2	4389.697151	3611.75273	4226.859099	3718.824979	2934.647467	3269.749187	2622.982082	3679.780734	2292.217374	976.8655421	3015.252391	5142.484861	3775.845803	1882.550084	1003.638202	1825.20806
Q96HC4	19	9	140.2986	0.167285251	9.163450396	1;2;3;4;5	5	DH	ADK T2	PDZ and LIM domain protein 5 OS=Homo sapiens GN=PDLIM5 PE=1 SV=5	22294.99457	325.0312518	2385.573042	497.62457	6103.641303	2577.560804	2927.529172	3189.007889	413.6030136	321.2305272	213.040724	4053.251794	1076.134427	683.7759799	617.3575497	405.8783843
Q9HB40	4	1	19.6978	0.167674073	10.51548444	4	1	DI	ADK T2	Retinoid-inducible serine carboxypeptidase OS=Homo sapiens GN=SCPEP1 PE=1 SV=1	1477.673938	1359.04544	1035.268534	834.3622825	8376.508148	6400.262667	10443.37702	8485.576264	0	482.4055946	2367.162222	4725.025696	1149.308336	740.2342488	389.8049264	925.9945047
P42330	12	3	82.4227	0.168071256	3.206797142	2;3;4;5	4	ADK T1	ADK T2	Aldo-keto reductase family 1 member C3 OS=Homo sapiens GN=AKR1C3 PE=1 SV=4	599.7912511	439.1378395	448.2289515	577.4775741	223.3863639	960.1727813	171.4196907	162.8546863	1757.26102	318.7008958	109.138266	204.5805703	311.7563071	397.746807	11.57217352	24.11707904
P02787	78	37	724.5348	0.168474223	1.490871282	1;2;3;4;5	5	DI	ADK T1	Serotransferrin OS=Homo sapiens GN=TF PE=1 SV=3	52930.02775	81410.10759	64857.98765	99147.64631	107574.7084	76298.31284	72943.55313	103905.3529	55545.28945	86072.68673	53586.22276	46749.57097	59406.62207	93243.13801	94364.60368	69725.04585
P48147	35	17	226.2962	0.168531737	5.563896698	1;2;3;4;5	5	ADK T2	DI	Prolyl endopeptidase OS=Homo sapiens GN=PREP PE=1 SV=2	1410.319475	1090.641693	861.4283112	838.9751987	456.619538	1025.169202	804.0984691	740.2887896	4334.209408	1345.112934	1356.528287	1935.383964	1094.886667	1118.343016	1050.026976	13574.07399
P35222	41	14	269.8689	0.168599731	5.874545396	1;2;3;4;5	5	DH	ADK T2	Catenin beta-1 OS=Homo sapiens GN=CTNNB1 PE=1 SV=1	52925.51918	13281.3093	8356.588526	82875.22019	3818.899421	81057.72507	13580.4252	14823.32991	12527.08476	5695.96762	8897.216102	13329.94455	3320.420391	10161.00767	6146.274989	7172.43663
Q96AC1	30	11	171.2636	0.168741828	3.179690376	1;2;3;4;5	5	DI	ADK T1	Fermitin family homolog 2 OS=Homo sapiens GN=FERMT2 PE=1 SV=1	546.6883057	1520.868832	2170.09072	646.6072186	2146.673507	2274.620804	1143.211524	3652.720232	1152.541331	680.4109924	186.7797523	879.0489304	940.2125024	964.0992209	1322.690316	71.8763479
Q01970	11	3	60.1016	0.169370655	1012.458105	2;3;4;5	4	ADK T1	DH	1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase beta-3 OS=Homo sapiens GN=PLCB3 PE=1 SV=2	5.571080872	2.016129761	0	0	236.0362714	7.35973304	93.22292995	15.85908101	7584.838109	0.962081746	95.93270706	0	25.17838654	0	0	0
O95994	13	8	195.3619	0.169441041	2.945406547	2;3;4;5	4	DH	DI	Anterior gradient protein 2 homolog OS=Homo sapiens GN=AGR2 PE=1 SV=1	56985.42707	10238.8649	55936.15578	30406.08244	5729.921328	23251.28094	6354.398588	16802.03371	44940.34807	28069.19959	9820.510743	25339.72656	16249.28348	7063.826675	26077.58288	14634.34084
P13535	37	4	201.0117	0.16969577	2.612302477	1;2;3;4	4	ADK T1	DH	Myosin-8 OS=Homo sapiens GN=MYH8 PE=1 SV=3	4548.197711	3056.999495	938.4567308	2425.021431	3796.130759	3735.184867	3028.673455	3049.146765	13063.15931	8993.924487	3467.782405	3128.63163	3962.932234	3109.728551	1779.552595	5419.9186
Q9H6Y2	2	2	10.9622	0.170263476	Infinity	2;3	2	ADK T1	DI	WD repeat-containing protein 55 OS=Homo sapiens GN=WDR55 PE=1 SV=2	0	1.089851779	0	0	0	0	0	0	2179.059765	0	11.24740097	0	0	0	0	0
O95302	3	1	15.8728	0.170583596	Infinity	4	1	ADK T1	DI	Peptidyl-prolyl cis-trans isomerase FKBP9 OS=Homo sapiens GN=FKBP9 PE=1 SV=2	0	15.08771083	0	0	0	0	0	0	620.7541726	48.93346344	0	0	0	0	0	0
Q7RTR2	3	1	18.9201	0.170909162	Infinity	4	1	ADK T2	DI	Protein NLRC3 OS=Homo sapiens GN=NLRC3 PE=2 SV=2	0	0	0	51.00588935	0	0	0	0	0	10.33769087	42.90228513	0	0	30.4892267	19.78210295	163.2029354
P23786	42	15	270.5473	0.171173278	1.718282717	1;2;3;4;5	5	ADK T2	DH	Carnitine O-palmitoyltransferase 2, mitochondrial OS=Homo sapiens GN=CPT2 PE=1 SV=2	3994.06038	3710.972116	3727.982694	3106.709307	4758.707548	4104.252718	3621.619953	4423.020805	2018.02243	6412.522231	3320.292506	4052.685246	3493.279486	7644.714048	5202.543291	8642.820494
Q86TX2;P49753	10	6	71.578	0.17132622	2.003807325	1;2;3	3	ADK T1	DI	Acyl-coenzyme A thioesterase 1 OS=Homo sapiens GN=ACOT1 PE=1 SV=1	1424.004291	880.9955523	948.4492489	885.391275	399.0919489	639.1540834	1404.263335	1251.643887	1658.244883	3298.860168	1240.905693	1204.360608	816.5561059	1757.525625	962.8422675	1646.098519
P62280	18	7	144.0549	0.171537871	2.869804804	1;3;4;5	4	ADK T1	DH	40S ribosomal protein S11 OS=Homo sapiens GN=RPS11 PE=1 SV=3	1561.054074	2124.994229	1774.989395	2603.240017	1671.112598	1568.891145	3460.968786	2741.278984	3393.986715	14519.94384	3296.725889	1932.24648	2051.637305	1453.292334	2939.029446	1954.671119
Q9Y285	34	11	234.8238	0.171630274	1.881765198	1;2;3;4	4	ADK T2	DI	Phenylalanine--tRNA ligase alpha subunit OS=Homo sapiens GN=FARSA PE=1 SV=3	4053.229348	3526.420728	2445.433644	5682.883224	3402.265748	3875.289679	2465.34213	3508.238952	2437.389766	1246.176096	7332.934804	3464.842937	5097.123241	6903.125926	4339.366566	8595.911788
Q96FT7	2	1	9.3657	0.171663872	Infinity	4	1	DH	ADK T1	Amiloride-sensitive cation channel 4 OS=Homo sapiens GN=ACCN4 PE=1 SV=2	149.3518182	0	90.07299065	0	0	46.8783123	0	146.4315557	0	0	0	0	0	0	0	0
Q8N442	5	1	22.5658	0.171751719	Infinity	4	1	ADK T1	DH	Translation factor GUF1, mitochondrial OS=Homo sapiens GN=GUF1 PE=1 SV=1	0	0	0	0	0	0	0	0	0	137.9244714	53.04911259	0	0	70.70748442	0	30.56719146
P05387	5	4	51.0185	0.172160746	11.41162206	1;2;3;4	4	ADK T1	DI	60S acidic ribosomal protein P2 OS=Homo sapiens GN=RPLP2 PE=1 SV=1	460.0577569	58.00137063	9906.533262	10.00812931	74.10180052	1650.710855	673.2040156	1559.913607	17973.72842	20195.60465	325.3518601	6671.719528	1603.00347	3001.94977	1849.063595	860.3317297
Q6WCQ1	16	2	83.6497	0.172424169	1.471530312	3;4	2	ADK T1	DH	Myosin phosphatase Rho-interacting protein OS=Homo sapiens GN=MPRIP PE=1 SV=3	528.4820681	366.4809442	892.2970781	756.2439547	690.8134434	700.930263	734.5558159	903.6349852	986.0648445	1209.328203	826.5140272	720.9362259	856.1367387	806.4059003	632.5303548	670.2390913
P15927	4	1	23.7475	0.172634101	3.288693293	1;2;3	3	ADK T1	DI	Replication protein A 32 kDa subunit OS=Homo sapiens GN=RPA2 PE=1 SV=1	407.6667056	204.8654314	195.3897068	13.82012594	186.625954	195.6922067	181.850625	127.1684252	601.404663	585.5130372	641.7819152	444.8964331	321.0050044	49.27083827	332.5297249	619.9871079
Q9BZH6	1	1	5.5904	0.172851566	Infinity	3	1	ADK T1	DH	WD repeat-containing protein 11 OS=Homo sapiens GN=WDR11 PE=1 SV=1	0	0	0	0	0	0	0	0	76.55223958	0	0	19.64296613	16.62353951	0	6.667594348	0
P06702	10	9	128.6735	0.172897285	16.39160198	1;2;3;4;5	5	ADK T1	DH	Protein S100-A9 OS=Homo sapiens GN=S100A9 PE=1 SV=1	7370.738401	3452.280276	2695.505468	897.2636326	4444.877695	16411.1345	7079.451275	20070.99789	16389.74085	209100.4936	8517.069936	2290.551006	9264.059305	19961.91391	8158.546376	25186.30794
Q9C099	6	2	25.6754	0.172959153	6.248364094	1	1	DH	ADK T2	Leucine-rich repeat and coiled-coil domain-containing protein 1 OS=Homo sapiens GN=LRRCC1 PE=2 SV=2	5654.862613	1937.256924	1682.390742	7491.923963	1699.753673	3101.528233	2375.220809	2396.979438	1761.117049	0	725.5133018	994.8417518	1263.730929	1034.798324	119.2359134	265.566661
P07602	15	4	91.5992	0.173353896	1.923471739	1;2;3;4	4	ADK T2	ADK T1	Proactivator polypeptide OS=Homo sapiens GN=PSAP PE=1 SV=2	3609.191094	6688.019026	4048.660157	3487.564607	5297.126945	5061.312155	5954.384979	7895.17954	1536.394378	7573.273561	5154.806478	1193.372144	3624.79024	7588.119625	6772.892944	11746.92819
Q9UJU6	23	7	157.7355	0.17346854	85.54421683	1;2;3;4	4	DH	ADK T2	Drebrin-like protein OS=Homo sapiens GN=DBNL PE=1 SV=1	1033.566364	257.3188399	1059.16841	29379.24006	196.4058078	840.6100034	150.5647253	0	1674.020883	3168.56516	27.21339169	273.7130861	139.5945054	93.28695552	54.09493735	83.93463294
P26196	25	11	168.5689	0.173475603	2.901351428	1;2;3;4;5	5	DI	ADK T1	Probable ATP-dependent RNA helicase DDX6 OS=Homo sapiens GN=DDX6 PE=1 SV=2	3871.544874	4937.103376	5301.679914	306.9713907	5218.796592	4985.461161	8655.611639	8697.811808	2753.097925	1209.813524	2300.557643	3234.753335	2799.409512	1483.196712	3629.269678	1845.540776
Q9Y2H5	5	2	28.2689	0.173502846	Infinity	1;2	2	ADK T1	DH	Pleckstrin homology domain-containing family A member 6 OS=Homo sapiens GN=PLEKHA6 PE=1 SV=4	0	0	0	0	0	9.751265678	0	0	717.3566602	95.45901863	15.90310664	0	0	0	0	660.8288391
Q6P1X6	2	1	11.207	0.173736569	Infinity	4	1	DI	DH	UPF0598 protein C8orf82 OS=Homo sapiens GN=C8orf82 PE=1 SV=2	0	0	0	0	384.808969	244.8442716	0	0	0	38.65831101	0	270.8057816	0	0	0	0
Q9UJC3	17	3	96.8887	0.174379964	12.21121675	1;3;4	3	ADK T1	DI	Protein Hook homolog 1 OS=Homo sapiens GN=HOOK1 PE=1 SV=2	49.02898595	37.72293306	39.53107392	0	31.68662012	18.02449535	0	0	73.40054341	233.861152	27.79564824	271.9758622	80.27737777	0	50.68380613	15.23115041
O15372	19	10	126.4435	0.174451129	2.791850741	1;2;3;4	4	DH	DI	Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens GN=EIF3H PE=1 SV=1	1824.260243	1172.618211	6135.06826	5857.19759	851.606192	1766.49729	1330.747936	1420.040294	5902.048692	3714.225002	1413.783834	1967.454421	2134.149302	1768.881229	1526.69323	1998.809018
Q96A32	7	4	57.3535	0.174540259	33.13062692	1;2;5	3	ADK T2	ADK T1	Myosin regulatory light chain 2, skeletal muscle isoform OS=Homo sapiens GN=MYLPF PE=2 SV=1	18.26818863	1026.480186	11.92092766	643.2982896	94.55231325	763.1913625	1363.234215	953.4267451	62.06601802	0.014449576	412.0736615	16.46234378	15045.80129	89.84366859	1009.385755	109.4006115
P46109	9	5	54.228	0.175039732	2.198379041	2;3;4;5	4	ADK T1	DH	Crk-like protein OS=Homo sapiens GN=CRKL PE=1 SV=1	949.4627472	866.7717832	461.226592	749.7063564	899.8263378	541.1156305	1573.424104	360.5520468	3310.916292	615.1743742	828.2565859	1900.514285	1453.5133	1362.442322	1058.795171	2326.520287
O75874	43	25	365.8131	0.175184796	2.166143491	1;2;3;4;5	5	ADK T1	DI	Isocitrate dehydrogenase [NADP] cytoplasmic OS=Homo sapiens GN=IDH1 PE=1 SV=2	17871.76359	16863.6896	16121.20941	26175.53956	11404.14252	11889.16672	13267.79964	10679.95372	17609.27374	57052.58535	13769.96305	13899.09811	14443.96182	12572.00412	15798.83195	17747.58083
O60662	3	1	14.1466	0.175639386	Infinity	2;3	2	DH	ADK T1	Kelch repeat and BTB domain-containing protein 10 OS=Homo sapiens GN=KBTBD10 PE=1 SV=2	69.29760953	61.59478135	6.842743981	0	11.12138516	22.31646911	0	0	0	0	0	0	32.53281653	0	0	0
Q9UKX3	64	8	331.3071	0.175845071	3.5143653	1;2;3;4	4	ADK T1	DH	Myosin-13 OS=Homo sapiens GN=MYH13 PE=1 SV=2	200.0001519	640.0059906	488.8174473	568.1808846	530.6891304	823.2853408	610.2586095	606.2693565	2872.550135	2677.504844	403.7047075	713.0070129	327.5203636	933.1337558	819.3338623	796.1500177
Q5TDH0	12	5	63.3796	0.175972557	4.840805895	1;4	2	ADK T1	DI	Protein DDI1 homolog 2 OS=Homo sapiens GN=DDI2 PE=1 SV=1	247.2977765	226.6356892	108.0059909	133.5760196	151.4387043	73.55588562	0.49318731	90.41379419	77.28666159	643.0581304	340.6907527	468.1826446	262.3011875	151.2421861	96.17590298	27.71032673
Q16740	10	6	77.6904	0.176320692	8.130037158	1;2;3;4	4	ADK T1	DH	Putative ATP-dependent Clp protease proteolytic subunit, mitochondrial OS=Homo sapiens GN=CLPP PE=1 SV=1	365.2592654	229.7046994	354.6094149	0	132.0749847	330.2265905	445.030177	136.8682298	4709.566913	203.1931457	1891.046514	916.2602886	329.1800271	314.8664536	1052.541707	907.5708707
P11055	55	4	298.3625	0.176619994	3.415355727	1;2;3;4	4	ADK T2	DI	Myosin-3 OS=Homo sapiens GN=MYH3 PE=1 SV=3	649.1387143	445.3269572	477.2829232	45.129141	254.5454374	252.4047279	239.5377198	73.54424532	329.082094	548.7635759	128.7146182	586.1874092	952.2807237	616.7753883	742.4536398	489.1916808
Q9C0D2	12	1	54.5661	0.176977887	17.56041665	4	1	ADK T1	DH	Centrosomal protein KIAA1731 OS=Homo sapiens GN=KIAA1731 PE=2 SV=4	9.785208088	22.75454266	0	0	33.74930207	8.458053519	22.3957115	0	1.254471463	206.6407918	347.7039692	15.81234854	21.52073537	17.4545543	80.14501209	233.2206763
Q9Y608	18	1	94.7967	0.177543593	7.72137593	1;2;3	3	ADK T2	DH	Leucine-rich repeat flightless-interacting protein 2 OS=Homo sapiens GN=LRRFIP2 PE=1 SV=1	4355.03785	1975.435425	2056.5641	0	5030.899485	7391.469863	10791.72855	16899.40394	182.4167947	0	9416.990514	4752.54351	12328.0816	15047.76134	11260.44931	26123.17626
Q14141	17	1	96.1845	0.177916188	Infinity	1;2;3;5	4	DI	ADK T1	Septin-6 OS=Homo sapiens GN=SEPT6 PE=1 SV=4	511.3484194	182.5600546	0	0	0	96.25296096	0	793.3210087	0	0	0	0	0	0	0	0
Q496A3	3	1	13.3073	0.178126118	7.791784747	1	1	DH	ADK T2	Spermatogenesis-associated serine-rich protein 1 OS=Homo sapiens GN=SPATS1 PE=2 SV=2	1346.593215	2006.453038	351.4409958	587.1768382	131.8543343	0	384.1205266	2708.154656	0	63.53067652	525.0122894	47.91976775	18.76450499	0	532.0289558	0
P30519	10	4	59.3467	0.178144945	374.8566167	2;3;4;5	4	ADK T1	DI	Heme oxygenase 2 OS=Homo sapiens GN=HMOX2 PE=1 SV=2	0	0	0	34.26312955	0	3.754895832	3.344774744	0	1736.511531	921.9743087	1.903509915	0.969142665	0	17.69401471	2.139036396	0
P43487;Q9C010	11	3	76.1281	0.178770297	164.3639511	1;3	2	ADK T1	ADK T2	Ran-specific GTPase-activating protein OS=Homo sapiens GN=RANBP1 PE=1 SV=1	39.17440695	72.02033034	59.62651944	31.12590613	79.70569441	510.7007323	3.342807506	15.46322828	69.44035991	4943.960282	11.54639948	0	30.57207501	0	0	0
P52907	17	10	153.6993	0.178912901	2.456822288	1;2;3;4;5	5	ADK T1	DI	F-actin-capping protein subunit alpha-1 OS=Homo sapiens GN=CAPZA1 PE=1 SV=3	7767.961403	13567.17777	6073.039033	12724.91053	7982.892654	5283.83698	14128.03129	10083.71991	31496.01361	35191.42329	18628.64543	6761.884714	7010.639281	10952.75033	15037.33792	16681.34945
Q86U44	4	1	18.4814	0.178923126	Infinity	1;2	2	ADK T1	DI	N6-adenosine-methyltransferase 70 kDa subunit OS=Homo sapiens GN=METTL3 PE=1 SV=2	0	5.656892898	0	0	0	0	0	0	36.49353461	15961.65317	0	0	0	0	0	0
P07858	13	3	107.4095	0.179436734	7.143712616	1;2;3;4	4	ADK T1	ADK T2	Cathepsin B OS=Homo sapiens GN=CTSB PE=1 SV=3	493.3800684	433.119558	794.3725343	214.4801127	69.95530727	320.2142785	660.4063208	678.3888917	3486.778507	4457.100197	484.2182591	619.847632	368.0686207	0	780.0946954	118.397236
O43813	10	4	61.4404	0.179843531	40.25827907	1;2;3;5	4	DH	DI	LanC-like protein 1 OS=Homo sapiens GN=LANCL1 PE=1 SV=1	254.9701758	0	99.77104418	2839.854529	12.2912848	67.06123158	0	0	1373.652182	680.9689656	102.6251549	73.71860581	197.9931612	0	0	141.7002168
Q07020	14	2	130.1746	0.179992226	19.38237918	1;2;3;4;5	5	ADK T1	ADK T2	60S ribosomal protein L18 OS=Homo sapiens GN=RPL18 PE=1 SV=2	1765.004116	4349.197262	2468.638834	151.7674195	215.7713292	2009.632991	0	29.19040281	5229.993934	195.0131707	79.52201189	5378.687019	255.5205581	55.38027231	111.5102429	139.0894543
P60660	18	10	199.9414	0.1801177	2.436709405	1;2;3;4;5	5	DI	ADK T1	Myosin light polypeptide 6 OS=Homo sapiens GN=MYL6 PE=1 SV=2	14077.18347	27040.20609	59610.243	32512.40572	23419.10325	20761.59342	51895.5255	85076.1566	23751.15072	28429.36435	7333.60955	14828.9129	17353.96385	21669.61594	25517.61268	15441.5648
Q13033	4	1	15.5649	0.180122921	2.577933358	4;5	2	DI	ADK T1	Striatin-3 OS=Homo sapiens GN=STRN3 PE=1 SV=3	1124.007351	711.5137784	515.571032	546.5434507	970.8591438	539.8693742	1285.825928	847.2357669	0	0	943.6948988	469.7590996	1120.5904	12.74328574	748.6718583	0
P12109	68	31	558.1942	0.180262885	1.525809637	1;2;3;4;5	5	DI	ADK T1	Collagen alpha-1(VI) chain OS=Homo sapiens GN=COL6A1 PE=1 SV=3	23025.03639	24781.35967	24838.59441	37377.71037	37967.54262	27565.39659	32124.00679	45447.24706	34804.25712	20898.0716	26736.72691	11349.96599	24404.67217	21493.74894	27346.52175	28333.53742
Q5VT25	14	2	60.403	0.180483277	5.350845515	1	1	DH	DI	Serine/threonine-protein kinase MRCK alpha OS=Homo sapiens GN=CDC42BPA PE=1 SV=1	68.83196327	192.3054918	150.4629419	33.89339942	0	15.41486648	0	67.84184411	217.8123971	0	0	0	10.49134544	68.58108812	0	133.4609518
Q9C0B0	8	1	54.8029	0.180695494	Infinity	1	1	ADK T1	DH	RING finger protein unkempt homolog OS=Homo sapiens GN=UNK PE=1 SV=2	0	0	0	0	0	0	0	0	26.47668412	0	0	59.13762702	10.96872359	0	0	0
O43423	3	1	20.238	0.181612574	7.983986974	1;2;3	3	ADK T2	DI	Acidic leucine-rich nuclear phosphoprotein 32 family member C OS=Homo sapiens GN=ANP32C PE=2 SV=1	1.941267301	3.258673408	2.205574311	9.967727459	0	2.514289246	1.667703179	3.497086189	0	0	31.51229013	7.436864288	3.859240176	17.05765712	24.32812297	16.06464336
Q92541	11	2	54.7809	0.181801624	3.52182681	1;2	2	DI	ADK T2	RNA polymerase-associated protein RTF1 homolog OS=Homo sapiens GN=RTF1 PE=1 SV=4	710.4379223	1160.501567	1510.213308	1175.189554	1547.48421	1251.091592	1514.044234	1440.610484	2549.577635	1879.70398	225.9524994	286.9924106	546.3340299	238.4574666	848.8011898	0
Q9Y5S9	5	2	30.3253	0.182051055	2.55455217	1;2;3	3	ADK T2	DH	RNA-binding protein 8A OS=Homo sapiens GN=RBM8A PE=1 SV=1	2522.78663	1941.160556	3050.680742	73.45773475	3513.96076	2256.935037	4709.625144	5532.88577	2437.315359	2373.18287	2883.848283	3501.807946	2975.392379	7410.870293	6420.208761	2577.689266
O95573	9	1	44.6363	0.182572898	661.8264563	2;3;4	3	ADK T1	DH	Long-chain-fatty-acid--CoA ligase 3 OS=Homo sapiens GN=ACSL3 PE=1 SV=3	9.823678261	0	0	0	0	4.643369947	0	6.250915743	6210.954751	0	288.1715923	2.443827483	8.86130799	7.151292249	5.175700307	78.09446039
Q05315	6	3	53.1897	0.182688063	5.19572087	3;4;5	3	ADK T2	DH	Eosinophil lysophospholipase OS=Homo sapiens GN=CLC PE=1 SV=3	6049.117977	735.7783193	1387.044343	176.0956324	2270.19346	1354.861728	6181.280012	11029.05358	350.226896	15741.94545	2649.546271	3204.944934	3231.855909	17519.59394	18192.81251	4429.803924
